algorithm,key_generation_ms,encapsulation_ms,decapsulation_ms,exchange_ms,public_key_size,private_key_size,ciphertext_size,shared_secret_size,success,iteration
ECDH-P256,0.03458408173173666,0.12070895172655582,0.01679197885096073,0.13750093057751656,91,138,48,32,True,101
ECDH-P256,0.03354193177074194,0.12054096441715956,0.016542035154998302,0.13708299957215786,91,138,48,32,True,102
ECDH-P256,0.03329198807477951,0.120542012155056,0.016417005099356174,0.13695901725441217,91,138,48,32,True,103
ECDH-P256,0.03341701813042164,0.11995900422334671,0.016291975043714046,0.13625097926706076,91,138,48,32,True,104
ECDH-P256,0.03341701813042164,0.12058299034833908,0.016542035154998302,0.13712502550333738,91,138,48,32,True,105
ECDH-P256,0.03358302637934685,0.12079090811312199,0.0160830095410347,0.13687391765415668,91,138,48,32,True,106
ECDH-P256,0.03379106055945158,0.1206250162795186,0.01633400097489357,0.13695901725441217,91,138,48,32,True,107
ECDH-P256,0.03333296626806259,0.1206250162795186,0.016874982975423336,0.13749999925494194,91,138,48,32,True,108
ECDH-P256,0.03341701813042164,0.12116704601794481,0.016166013665497303,0.13733305968344212,91,138,48,32,True,109
ECDH-P256,0.03470794763416052,0.12108299415558577,0.016666948795318604,0.13774994295090437,91,138,48,32,True,110
ECDH-P256,0.035667093470692635,0.1230830093845725,0.016125035472214222,0.13920804485678673,91,138,48,32,True,111
ECDH-P256,0.033458927646279335,0.12125005014240742,0.016207923181355,0.13745797332376242,91,138,48,32,True,112
ECDH-P256,0.033125048503279686,0.11975003872066736,0.016458099707961082,0.13620813842862844,91,138,48,32,True,113
ECDH-P256,0.03329198807477951,0.12141605839133263,0.016249949112534523,0.13766600750386715,91,138,48,32,True,114
ECDH-P256,0.03354193177074194,0.12033397797495127,0.01620908733457327,0.13654306530952454,91,138,48,32,True,115
ECDH-P256,0.03366603050380945,0.1206669257953763,0.016083940863609314,0.13675086665898561,91,138,48,32,True,116
ECDH-P256,0.03312493208795786,0.1206250162795186,0.01608405727893114,0.13670907355844975,91,138,48,32,True,117
ECDH-P256,0.033374992199242115,0.11970894411206245,0.016292091459035873,0.13600103557109833,91,138,48,32,True,118
ECDH-P256,0.033084070309996605,0.11970801278948784,0.01608289312571287,0.1357909059152007,91,138,48,32,True,119
ECDH-P256,0.033125048503279686,0.11999998241662979,0.016041100025177002,0.1360410824418068,91,138,48,32,True,120
ECDH-P256,0.03370794001966715,0.12037495616823435,0.016291975043714046,0.1366669312119484,91,138,48,32,True,121
ECDH-P256,0.03333296626806259,0.11970801278948784,0.01616694498807192,0.13587495777755976,91,138,48,32,True,122
